fid,cat,field_1,X,stream,reach,seq_order,channel_ty,latitude,longitude,unit_lengt,wetted_wid,max_depth_,pool_crest,LWD_small,LWD_med,LWD_large,root_debri,riparian_s,total_shad,fish_prese,undercut_L,undercut_R,sand,gravel,cobble,boulder,bedrock,dominantSi,dominant_1,understory,understo_1,understo_2,understo_3,understo_4,understo_5,overstoryV,overstor_1,overstor_2,overstor_3,overstor_4,overstor_5,overstor_6,overstor_7,riverDist
"392","392","396","397",Mahogany Creek,MC3-458,"167",FTRP11,41.5357255073236,-118.999641308943,"10","1.7","0.17",NA,"0","0","0","1","82","87",N,"0","0","20","15","35","20","0",SP,ST,"60","40","0","45","55","0","0","18","43","38","0","3","70","7",7175.78471511473
"393","393","397","398",Mahogany Creek,MC3-458,"167",FTRP11,41.5357255073236,-118.999641308943,"10","1.7","0.17",NA,"0","0","0","1","82","87",N,"0","0","20","15","35","20","0",SP,ST,"60","40","0","45","55","0","0","18","43","38","0","3","70","7",7175.78471511473
"394","394","398","399",Mahogany Creek,MC3-458,"167",FTRP11,41.5357255073236,-118.999641308943,"10","1.7","0.17",NA,"0","0","0","1","82","87",N,"0","0","20","15","35","20","0",SP,ST,"60","40","0","45","55","0","0","18","43","38","0","3","70","7",7175.78471511473
"395","395","399","400",Mahogany Creek,MC3-458,"167",FTRP11,41.5357255073236,-118.999641308943,"10","1.7","0.17",NA,"0","0","0","1","82","87",N,"0","0","20","15","35","20","0",SP,ST,"60","40","0","45","55","0","0","18","43","38","0","3","70","7",7175.78471511473
"396","396","400","401",Mahogany Creek,MC3-458,"168",SSLS7,41.5356191517127,-118.999542135356,"1.75","1.5","0.18","0.28","0","0","0","1","81","86",N,"0","0","75","20","3","2","0",SP,ST,"60","40","0","50","50","0","0","18","55","30","0","15","70","10",7184.9301018587
"397","397","401","402",Mahogany Creek,MC3-458,"169",FTRP12,41.5357370100164,-118.999497818303,"8.2","3.45","0.15",NA,"0","0","0","1","69","80",N,"0","0","25","15","25","35","0",SS,ST,"60","40","0","50","50","0","0","25","25","40","0","15","78","15",7187.65015838366
"398","398","402","403",Mahogany Creek,MC3-458,"170",SSPL8,41.535585436381,-118.999409238897,"1.3","1.4","0.23","0.32","0","0","0","0","56","61",N,"0","0","55","42","1","2","0",ST,ST,"60","40","0","70","30","0","0","30","44","78","0","2","68","35",7196.28620356902
"399","399","403","404",Mahogany Creek,MC6-604,"271",SSLS1,41.5302521900892,-118.974469711471,"3.2","1.15","0.15","0.26","0","0","0","0","96","96",N,"2","0","85","10","5","0","0",SS,SS,"5","80","15","10","85","5","0","0","80","10","0","15","5","15",9720.17590595019
"400","400","404","405",Mahogany Creek,MC6-604,"272",FNRN1,41.5301816140105,-118.974383662086,"4.95","1","0.14",NA,"0","0","0","0","98","98",N,"1.5","0.5","50","40","10","0","0",SS,SS,"20","75","5","0","90","10","0","0","95","10","0","5","10","5",9728.26866556846
"401","401","405","406",Mahogany Creek,MC6-604,"272",FNRN1,41.5301816140105,-118.974383662086,"4.95","1","0.14",NA,"0","0","0","0","98","98",N,"1.5","0.5","50","40","10","0","0",SS,SS,"20","75","5","0","90","10","0","0","95","10","0","5","10","5",9728.26866556846
"402","402","406","407",Mahogany Creek,MC6-604,"272",FNRN1,41.5301816140105,-118.974383662086,"4.95","1","0.14",NA,"0","0","0","0","98","98",N,"1.5","0.5","50","40","10","0","0",SS,SS,"20","75","5","0","90","10","0","0","95","10","0","5","10","5",9728.26866556846
"403","403","407","408",Mahogany Creek,MC6-604,"272",FNRN1,41.5301816140105,-118.974383662086,"4.95","1","0.14",NA,"0","0","0","0","98","98",N,"1.5","0.5","50","40","10","0","0",SS,SS,"20","75","5","0","90","10","0","0","95","10","0","5","10","5",9728.26866556846
"404","404","408","409",Mahogany Creek,MC6-604,"272",FNRN1,41.5301816140105,-118.974383662086,"4.95","1","0.14",NA,"0","0","0","0","98","98",N,"1.5","0.5","50","40","10","0","0",SS,SS,"20","75","5","0","90","10","0","0","95","10","0","5","10","5",9728.26866556846
"405","405","409","410",Mahogany Creek,MC6-604,"273",FTRF2,41.5302184452061,-118.974336838012,"5.85","1.58","0.12",NA,"0","0","0","1","98","98",Y,"5","1.5","50","30","20","0","0",SS,SS,"25","75","0","10","75","15","0","5","95","5","0","15","5","10",9731.67869788563
"406","406","410","411",Mahogany Creek,MC6-604,"274",SSMC2,41.530200646857,-118.974324310567,"3.43","1.68","0.21","0.3","0","0","0","0","97","97",Y,"2.5","0","75","25","0","0","0",SS,SS,"70","30","0","5","85","10","0","0","90","40","0","20","20","0",9732.95576233897
"407","407","411","412",Mahogany Creek,MC6-604,"275",SSLS3,41.5301640214176,-118.974359154813,"4.9","2.42","0.39","0.28","0","0","0","0","94","94",N,"0","3","80","20","0","0","0",SS,SS,"30","60","10","10","85","5","0","10","80","5","0","30","5","10",9730.53986225758
"408","408","412","413",Mahogany Creek,MC6-604,"276",FNRN3,41.5301636099143,-118.974383114458,"3.2","0.75","0.14",NA,"0","0","0","1","92","92",N,"1.5","1","50","40","10","0","0",SS,SS,"30","60","10","20","75","5","0","30","65","10","0","15","30","10",9728.55153769797
"409","409","413","414",Mahogany Creek,MC6-604,"277",SSMC4,41.5302192681894,-118.974288918679,"1.9","2","0.2","0.32","0","0","0","2","99","99",N,"0.5","1.5","85","15","0","0","0",SS,SS,"40","55","5","15","82","3","0","50","40","10","0","40","60","5",9735.65497380464
"410","410","414","415",Mahogany Creek,MC6-604,"278",FTRF4,41.5301474575427,-118.974274748454,"23.6","0.8","0.1",NA,"0","0","0","2","89","89",N,"3","8.5","45","50","5","0","0",SS,SS,"30","65","5","35","55","10","0","30","40","10","0","5","45","5",9737.78122084882
"411","411","415","416",Mahogany Creek,MC6-604,"279",SSLS5,41.5300435475232,-118.97403186685,"2.5","0.93","0.2","0.3","0","0","0","0","96","96",N,"2","0","85","15","0","0","0",SS,SS,"50","50","0","35","60","5","0","45","0","5","0","20","80","10",9759.360552961
"412","412","416","417",Mahogany Creek,MC6-604,"280",FNRN5,41.5301247716904,-118.974022350912,"11.1","0.74","0.08",NA,"0","0","0","1","87","87",N,"3","5","55","45","0","0","0",SS,SS,"35","60","5","40","60","0","0","70","0","0","0","25","80","3",9759.08087718679
"413","413","417","418",Mahogany Creek,MC6-604,"280",FNRN5,41.5301247716904,-118.974022350912,"11.1","0.74","0.08",NA,"0","0","0","1","87","87",N,"3","5","55","45","0","0","0",SS,SS,"35","60","5","40","60","0","0","70","0","0","0","25","80","3",9759.08087718679
"414","414","418","419",Mahogany Creek,MC6-604,"281",SSLS6,41.5301000283295,-118.973889751673,"4.8","0.9","0.25","0.27","0","0","0","1","94","94",N,"3.5","0","90","10","0","0","0",SS,SS,"70","30","0","30","70","0","0","30","0","5","0","10","85","5",9770.43993724818
"415","415","419","420",Mahogany Creek,MC6-604,"282",FNRN6,41.5301274458826,-118.973866613269,"9.1","1.03","0.19",NA,"0","0","0","1","85","85",Y,"4","4.5","60","40","0","0","0",SS,SS,"55","40","5","30","65","5","0","80","0","15","0","20","70","10",9772.00353973221
"416","416","420","421",Mahogany Creek,MC6-604,"283",SSLS7,41.5301399446372,-118.973663230033,"4.05","1.61","0.29","0.28","0","0","0","0","94","94",Y,"3","0","75","25","0","0","0",SS,SS,"35","65","0","25","70","5","0","45","0","15","0","20","30","5",9788.76085833197
"417","417","421","422",Mahogany Creek,MC6-604,"284",FNRN7,41.530111910077,-118.973722307983,"10.6","0.79","0.06",NA,"0","0","0","1","93","93",N,"0","4","55","45","0","0","0",SS,SS,"5","95","0","25","75","0","0","50","0","15","0","5","85","5",9784.21514070208
"418","418","422","423",Mahogany Creek,MC6-604,"285",SSLS8,41.5301646882594,-118.973795829278,"2","1.61","0.16","0.27","0","0","0","1","99","99",Y,"0","2","85","15","0","0","0",SS,SS,"10","90","0","30","70","0","0","25","0","5","0","0","75","10",9777.40173743939
"419","419","423","424",Mahogany Creek,MC6-604,"286",FNRN8,41.5301569203358,-118.973723676592,"8.5","0.78","0.09",NA,"0","0","0","3","92","92",N,"3","4.5","65","35","0","0","0",SS,SS,"50","50","0","60","40","0","0","20","0","10","0","10","35","15",9783.5076001761
"420","420","424","425",Mahogany Creek,MC6-604,"287",SSMC9,41.5301372707198,-118.973818967725,"3.3","1.2","0.17","0.26","0","0","0","0","83","83",N,"2","1","95","5","0","0","0",SS,SS,"40","60","0","80","20","0","0","25","0","5","0","0","20","10",9775.83822830574
"421","421","425","426",Mahogany Creek,MC6-604,"288",FNRN9,41.5301489466892,-118.973663503747,"9.8","1","0.05",NA,"0","0","0","1","94","94",N,"0","0","55","44","1","0","0",SS,SS,"25","75","0","70","30","0","0","45","0","10","0","0","40","10",9788.6193578532
"422","422","426","427",Mahogany Creek,MC6-604,"289",SSMC10,41.5300523921522,-118.973516735214,"2.3","1.52","0.13","0.27","0","0","0","0","92","92",N,"0.25","0.5","90","10","0","0","0",SS,SS,"30","70","0","50","50","0","0","40","0","5","0","0","75","30",9802.1046508246
"423","423","427","428",Mahogany Creek,MC6-604,"290",FNRN10,41.5300787813183,-118.973553495731,"7.8","0.82","0.06",NA,"0","0","0","1","95","95",N,"3","0","70","30","0","0","0",SS,SS,"30","70","0","35","65","0","0","30","0","5","0","20","60","10",9798.69797795869
"424","424","428","429",Mahogany Creek,MC7-733,"301",SSLS1,41.5230058720532,-118.957374781678,"1.5","1.11","0.21","0.31","0","0","0","0","91","91",N,"1.5","1.5","65","35","0","0","0",SS,SS,"30","70","0","30","70","0","0","35","0","0","1","25","0","0",11651.9821607562
"425","425","429","430",Mahogany Creek,MC7-733,"302",FTRF1,41.5229788655992,-118.957373967516,"4.4","0.7","0.09",NA,"0","0","0","0","90","90",N,"0","0.75","50","30","20","0","0",SS,SS,"40","60","0","15","85","0","20","30","0","2","4","4","0","0",11654.9716688394
"426","426","430","431",Mahogany Creek,MC7-733,"303",SSMC2,41.5230136504658,-118.95744692482,"2.5","1.54","0.13","0.34","0","0","0","1","88","93",N,"0","1","55","44","1","0","0",SS,SS,"40","60","0","30","70","0","2","20","0","2","2","25","0","1",11651.5211521818
"427","427","431","432",Mahogany Creek,MC7-733,"304",FNRN2,41.5229502274872,-118.957468982267,"6","1.04","0.1",NA,"0","0","0","0","74","71",N,"2","3","65","31","4","0","0",SS,SS,"30","70","0","55","45","0","10","25","0","35","5","10","0","10",11658.675207895
"428","428","432","433",Mahogany Creek,MC7-733,"305",FTRF3,41.5229410213735,-118.957480689479,"12","1","0.13",NA,"0","0","0","0","88","88",N,"8","6","50","30","20","0","0",SS,SS,"30","70","0","45","55","0","5","15","0","50","5","10","0","10",11659.7609621187
"429","429","433","434",Mahogany Creek,MC7-733,"306",FNRN4,41.5228147872974,-118.957488868456,"3.5","1","0.08",NA,"0","0","0","0","86","86",N,"3.5","3.5","50","40","10","0","0",SS,SS,"40","60","0","60","40","0","5","10","0","25","0","10","0","40",11673.8012758841
"430","430","434","435",Mahogany Creek,MC7-733,"307",FTRF5,41.5227879848073,-118.957476075669,"3.3","1.04","0.2",NA,"0","0","0","0","76","76",N,"2.8","0","55","30","15","0","0",SS,SS,"30","62","8","10","82","8","1","22","0","0","0","15","0","15",11676.7015313881
"431","431","435","436",Mahogany Creek,MC7-733,"308",SSLS3,41.5227435859321,-118.957438782946,"2","2","0.15","0.38","0","0","0","0","77","83",N,"0","2","65","25","10","0","0",SS,SS,"30","65","5","25","72","3","2","55","0","2","2","2","0","40",11681.4162423336
"432","432","436","437",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"433","433","437","438",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"434","434","438","439",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"435","435","439","440",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"436","436","440","441",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"437","437","441","442",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"438","438","442","443",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"439","439","443","444",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"440","440","444","445",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"441","441","445","446",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"442","442","446","447",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"443","443","447","448",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"444","444","448","449",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"445","445","449","450",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"446","446","450","451",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"447","447","451","452",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"448","448","452","453",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"449","449","453","454",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"450","450","454","455",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"451","451","455","456",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"452","452","456","457",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"453","453","457","458",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"454","454","458","459",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"455","455","459","460",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"456","456","460","461",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"457","457","461","462",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"458","458","462","463",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"459","459","463","464",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"460","460","464","465",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"461","461","465","466",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"462","462","466","467",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"463","463","467","468",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"464","464","468","469",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"465","465","469","470",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"466","466","470","471",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"467","467","471","472",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"468","468","472","473",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"469","469","473","474",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"470","470","474","475",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"471","471","475","476",Mahogany Creek,MC7-733,"309",FTRF6,41.522780002452,-118.957415911358,"12","0.89","0.1",NA,"0","0","0","1","87","87",N,"10","1.5","35","25","40","0","0",SS,SS,"50","47","3","40","57","3","2","55","0","0","5","10","0","40",11677.2517293796
"472","472","476","477",Mahogany Creek,MC7-733,"310",SSMC4,41.5226887571822,-118.957485068846,"3","1.3","0.12","0.35","0","0","0","0","87","87",N,"0.5","1","55","30","15","0","0",SS,SS,"40","58","2","40","59","1","2","30","0","5","5","10","0","40",11687.7522959384
"473","473","477","478",Mahogany Creek,MC7-733,"311",FTRF7,41.5227157636357,-118.957485883046,"7.4","0.92","0.08",NA,"0","0","0","0","87","92",N,"0","7","35","50","15","0","0",SS,SS,"50","48","2","35","63","2","2","80","0","10","10","7","0","50",11684.762777192
"474","474","478","479",Mahogany Creek,MC7-733,"312",SSLS5,41.5225809353283,-118.957469833512,"2.3","0.84","0.19","0.36","0","0","0","1","69","73",Y,"0.75","0.5","60","35","5","0","0",SS,SS,"50","48","2","40","59","1","0","55","0","10","10","15","0","50",11699.6210547974
"475","475","479","480",Mahogany Creek,MC7-733,"313",FTRF8,41.5225357206097,-118.957480455067,"30","1","0.13",NA,"0","0","0","1","57","67",N,"4","2","45","35","15","5","0",SS,SS,"35","60","5","40","55","5","10","15","0","50","25","15","0","50",11704.6928433256
"476","476","480","481",Mahogany Creek,MC7-733,"314",SSPL6,41.5223634559434,-118.957547169563,"0.84","1.3","0.14","0.33","0","0","0","1","60","64",N,"0.5","0","60","39","1","0","0",SS,SS,"50","49","1","70","30","0","0","10","0","30","10","25","0","50",11724.1619462888
"477","477","481","482",Mahogany Creek,MC7-733,"315",FNRN9,41.5223636599108,-118.957535191058,"7","1","0.08",NA,"0","0","0","2","85","87",N,"3","6.7","69","30","1","0","0",SS,SS,"50","49","1","65","30","5","0","60","0","20","5","20","0","50",11724.0726752773
"478","478","482","483",Mahogany Creek,MC7-733,"316",SSLS7,41.5223092390667,-118.957557519627,"3.5","1.38","0.25","0.36","0","0","0","1","90","93",N,"1","3","70","25","5","0","0",SS,SS,"50","49","1","65","30","5","0","60","0","20","1","10","0","50",11730.2302033096
"479","479","483","484",Mahogany Creek,MC7-733,"317",FNRN10,41.5223010527806,-118.957509334248,"10","0.84","0.14",NA,"0","0","0","1","81","81",N,"5","9","75","25","0","0","0",SS,SS,"40","55","5","65","30","5","1","60","0","10","0","30","0","40",11730.8696877963
"480","480","484","485",Mahogany Creek,MC7-733,"318",FTRF11,41.522256653907,-118.957472041796,"8.5","0.89","0.13",NA,"0","0","0","1","85","86",N,"4","4","60","39","1","0","0",SS,SS,"50","49","1","60","38","2","0","65","0","20","0","70","0","10",11735.5844262878
"481","481","485","486",Mahogany Creek,MC7-733,"319",SSPL8,41.522164796704,-118.957577134079,"2.5","1.5","0.22",NA,"0","0","0","0","60","60",N,"0.5","2.5","85","10","5","0","0",SS,SS,"65","35","0","60","30","0","5","0","0","50","0","70","0","10",11746.3527692712
"482","482","486","487",Mahogany Creek,MC7-733,"320",FNSH12,41.5221371783333,-118.957612255245,"1.5","0.39","0.06",NA,"0","0","0","0","85","88",N,"0.5","0.5","0","0","0","0","100",SS,SS,"65","35","0","49","50","1","5","20","0","40","0","70","0","10",11749.610048798
"483","483","487","488",Mahogany Creek,MC4-15-1,"181",FTRF1,41.5320623653792,-118.995345192061,"4.9","4.05","0.14",NA,"1","0","0","1","85","87",N,"2.5","0","50","30","15","5","0",SP,SS,"85","15","0","90","10","0","0","90","10","30","0","70","0","20",7756.78559634016
"484","484","488","489",Mahogany Creek,MC4-15-1,"182",SSLS1,41.5320609097389,-118.995429052201,"2.5","2.75","0.23","0.27","1","0","0","0","89","89",N,"0","0","80","13","5","2","0",SP,SS,"85","15","0","90","10","0","0","80","5","20","0","65","0","25",7750.3570472217
"485","485","489","490",Mahogany Creek,MC4-15-1,"183",FTCC2,41.5321584752649,-118.995515956717,"4.5","1.15","0.14",NA,"0","0","0","1","87","87",N,"0","0","50","35","10","5","0",SS,SS,"90","10","0","90","10","0","0","60","20","40","0","25","0","40",7738.68758610081
"486","486","490","491",Mahogany Creek,MC4-15-1,"184",SSPL2,41.5321253788942,-118.99534712923,"1.4","0.95","0.21","0.33","0","0","0","1","76","76",N,"0","0","50","40","10","0","0",SS,SS,"95","5","0","90","10","0","0","30","20","30","0","25","10","40",7753.45040491116
"487","487","491","492",Mahogany Creek,MC4-15-1,"185",FTCC3,41.532009393498,-118.995283631581,"2.65","1.88","0.12",NA,"0","0","0","0","78","78",N,"0","0","50","20","15","15","0",SS,SS,"90","10","0","95","5","0","0","0","0","55","0","40","20","35",7764.56816449538
"488","488","492","493",Mahogany Creek,MC4-15-1,"186",SSPL3,41.5320175636685,-118.99533182836,"2.25","1.82","0.28","0.41","0","0","0","0","92","92",N,"0","0","70","20","5","5","0",SS,SS,"95","5","0","100","0","0","0","10","40","50","0","0","15","60",7760.08624206853
"489","489","493","494",Mahogany Creek,MC4-15-1,"187",FTCC4,41.5319560057167,-118.995246031205,"1.8","2","0.24",NA,"0","0","0","0","96","96",N,"0","0","35","25","20","0","20",SS,SS,"95","5","0","90","10","0","0","0","15","40","0","0","15","30",7769.17460114304
"490","490","494","495",Mahogany Creek,MC4-15-1,"188",SSPL4,41.531937378048,-118.995281417753,"2.05","1.4","0.42","0.36","0","0","0","1","97","97",N,"0","0","70","20","10","0","0",SS,SS,"70","30","0","85","15","0","0","10","20","40","0","15","20","20",7766.80255836895
