"";"X.";"Date.Time..PST.PDT.";"Ch..1...Differential.Pressure....psi.";"Ch..2...Absolute.Pressure....psi.";"Ch..3...Temperature.....F..";"Water.Level....ft.";"Barometric.Pressure....psi."
"289";289;"07/08/2022 12:53:29";"0.1255";"11.6295";"53.30";0,5538;"11.5040"
"290";290;"07/08/2022 13:08:29";"0.1245";"11.6266";"54.17";0,5515;"11.5021"
"291";291;"07/08/2022 13:23:29";"0.1242";"11.6268";"55.04";0,5507;"11.5027"
"292";292;"07/08/2022 13:38:29";"0.1252";"11.6286";"55.74";0,5531;"11.5034"
"293";293;"07/08/2022 13:53:29";"0.1261";"11.6279";"56.43";0,5551;"11.5018"
"294";294;"07/08/2022 14:08:29";"0.1256";"11.6272";"56.78";0,554;"11.5016"
"295";295;"07/08/2022 14:23:29";"0.1262";"11.6281";"56.95";0,5554;"11.5019"
"296";296;"07/08/2022 14:38:29";"0.1247";"11.6250";"56.95";0,5519;"11.5003"
"297";297;"07/08/2022 14:53:29";"0.1259";"11.6279";"56.78";0,5547;"11.5019"
"298";298;"07/08/2022 15:08:29";"0.1251";"11.6248";"56.78";0,5529;"11.4996"
"299";299;"07/08/2022 15:23:29";"0.1243";"11.6251";"56.60";0,551;"11.5008"
"300";300;"07/08/2022 15:38:29";"0.1226";"11.6236";"56.43";0,5472;"11.5009"
"301";301;"07/08/2022 15:53:29";"0.1223";"11.6217";"56.09";0,5464;"11.4995"
"302";302;"07/08/2022 16:08:29";"0.1236";"11.6230";"55.74";0,5493;"11.4995"
"303";303;"07/08/2022 16:23:29";"0.1215";"11.6202";"55.56";0,5446;"11.4987"
"304";304;"07/08/2022 16:38:29";"0.1224";"11.6215";"55.22";0,5466;"11.4992"
"305";305;"07/08/2022 16:53:29";"0.1241";"11.6240";"54.87";0,5507;"11.4999"
"306";306;"07/08/2022 17:08:29";"0.1230";"11.6228";"54.52";0,5479;"11.4999"
"307";307;"07/08/2022 17:23:29";"0.1206";"11.6179";"54.17";0,5427;"11.4973"
"308";308;"07/08/2022 17:38:29";"0.1208";"11.6167";"53.82";0,5429;"11.4960"
"309";309;"07/08/2022 17:53:29";"0.1188";"11.6165";"53.30";0,5384;"11.4977"
"310";310;"07/08/2022 18:08:29";"0.1195";"11.6165";"52.95";0,5401;"11.4970"
"311";311;"07/08/2022 18:23:29";"0.1181";"11.6160";"52.60";0,5368;"11.4979"
"312";312;"07/08/2022 18:38:29";"0.1199";"11.6185";"52.25";0,5409;"11.4986"
"313";313;"07/08/2022 18:53:29";"0.1190";"11.6191";"51.90";0,5388;"11.5002"
"314";314;"07/08/2022 19:08:29";"0.1182";"11.6204";"51.55";0,5371;"11.5022"
"315";315;"07/08/2022 19:23:29";"0.1175";"11.6180";"51.20";0,5355;"11.5005"
"316";316;"07/08/2022 19:38:29";"0.1173";"11.6193";"50.84";0,5351;"11.5019"
"317";317;"07/08/2022 19:53:29";"0.1168";"11.6187";"50.49";0,5338;"11.5019"
"318";318;"07/08/2022 20:08:29";"0.1177";"11.6212";"50.14";0,5359;"11.5035"
"319";319;"07/08/2022 20:23:29";"0.1195";"11.6243";"49.78";0,5401;"11.5048"
"320";320;"07/08/2022 20:38:29";"0.1194";"11.6244";"49.43";0,5399;"11.5050"
"321";321;"07/08/2022 20:53:29";"0.1178";"11.6235";"49.25";0,5361;"11.5057"
"322";322;"07/08/2022 21:08:29";"0.1174";"11.6241";"48.89";0,5353;"11.5067"
"323";323;"07/08/2022 21:23:29";"0.1179";"11.6267";"48.54";0,5364;"11.5087"
"324";324;"07/08/2022 21:38:29";"0.1181";"11.6270";"48.36";0,5369;"11.5089"
"325";325;"07/08/2022 21:53:29";"0.1169";"11.6258";"48.00";0,5341;"11.5089"
"326";326;"07/08/2022 22:08:29";"0.1174";"11.6261";"47.82";0,5352;"11.5087"
"327";327;"07/08/2022 22:23:29";"0.1173";"11.6268";"47.47";0,5351;"11.5095"
"328";328;"07/08/2022 22:38:29";"0.1203";"11.6284";"47.29";0,542;"11.5080"
"329";329;"07/08/2022 22:53:29";"0.1187";"11.6318";"47.11";0,5382;"11.5131"
"330";330;"07/08/2022 23:08:29";"0.1183";"11.6346";"46.93";0,5373;"11.5163"
"331";331;"07/08/2022 23:23:29";"0.1163";"11.6318";"46.75";0,5326;"11.5156"
"332";332;"07/08/2022 23:38:29";"0.1165";"11.6315";"46.57";0,5333;"11.5150"
"333";333;"07/08/2022 23:53:29";"0.1163";"11.6325";"46.39";0,5328;"11.5161"
"334";334;"07/09/2022 00:08:29";"0.1149";"11.6328";"46.21";0,5296;"11.5179"
"335";335;"07/09/2022 00:23:29";"0.1175";"11.6344";"46.03";0,5355;"11.5169"
"336";336;"07/09/2022 00:38:29";"0.1170";"11.6328";"45.85";0,5343;"11.5159"
"337";337;"07/09/2022 00:53:29";"0.1201";"11.6353";"45.85";0,5413;"11.5153"
"338";338;"07/09/2022 01:08:29";"0.1148";"11.6295";"45.67";0,5292;"11.5147"
"339";339;"07/09/2022 01:23:29";"0.1178";"11.6310";"45.49";0,5361;"11.5132"
"340";340;"07/09/2022 01:38:29";"0.1171";"11.6289";"45.31";0,5345;"11.5118"
"341";341;"07/09/2022 01:53:29";"0.1168";"11.6289";"45.31";0,5339;"11.5121"
"342";342;"07/09/2022 02:08:29";"0.1169";"11.6298";"45.12";0,5341;"11.5130"
"343";343;"07/09/2022 02:23:29";"0.1181";"11.6277";"44.94";0,5368;"11.5096"
"344";344;"07/09/2022 02:38:29";"0.1184";"11.6277";"44.94";0,5374;"11.5093"
"345";345;"07/09/2022 02:53:29";"0.1187";"11.6299";"44.76";0,5381;"11.5112"
"346";346;"07/09/2022 03:08:29";"0.1167";"11.6290";"44.58";0,5337;"11.5122"
"347";347;"07/09/2022 03:23:29";"0.1157";"11.6283";"44.58";0,5313;"11.5127"
"348";348;"07/09/2022 03:38:29";"0.1160";"11.6287";"44.40";0,5321;"11.5127"
"349";349;"07/09/2022 03:53:29";"0.1185";"11.6293";"44.40";0,5378;"11.5108"
"350";350;"07/09/2022 04:08:29";"0.1173";"11.6278";"44.22";0,535;"11.5105"
"351";351;"07/09/2022 04:23:29";"0.1172";"11.6284";"44.22";0,5347;"11.5112"
"352";352;"07/09/2022 04:38:29";"0.1176";"11.6281";"44.03";0,5357;"11.5105"
"353";353;"07/09/2022 04:53:29";"0.1184";"11.6293";"44.03";0,5375;"11.5109"
"354";354;"07/09/2022 05:08:29";"0.1185";"11.6321";"43.85";0,5377;"11.5137"
"355";355;"07/09/2022 05:23:29";"0.1204";"11.6358";"43.85";0,5422;"11.5154"
"356";356;"07/09/2022 05:38:29";"0.1165";"11.6312";"43.67";0,5333;"11.5147"
"357";357;"07/09/2022 05:53:29";"0.1201";"11.6343";"43.67";0,5413;"11.5143"
"358";358;"07/09/2022 06:08:29";"0.1201";"11.6340";"43.48";0,5413;"11.5140"
"359";359;"07/09/2022 06:23:29";"0.1204";"11.6377";"43.48";0,5422;"11.5173"
"360";360;"07/09/2022 06:38:29";"0.1217";"11.6396";"43.48";0,5451;"11.5179"
"361";361;"07/09/2022 06:53:29";"0.1193";"11.6384";"43.48";0,5396;"11.5190"
"362";362;"07/09/2022 07:08:29";"0.1191";"11.6380";"43.67";0,5392;"11.5189"
"363";363;"07/09/2022 07:23:29";"0.1190";"11.6380";"43.67";0,5389;"11.5190"
"364";364;"07/09/2022 07:38:29";"0.1177";"11.6383";"43.85";0,5359;"11.5206"
"365";365;"07/09/2022 07:53:29";"0.1182";"11.6398";"44.03";0,5371;"11.5217"
"366";366;"07/09/2022 08:08:29";"0.1171";"11.6392";"44.03";0,5347;"11.5221"
"367";367;"07/09/2022 08:23:29";"0.1162";"11.6389";"44.22";0,5326;"11.5227"
"368";368;"07/09/2022 08:38:29";"0.1171";"11.6401";"44.58";0,5347;"11.5230"
"369";369;"07/09/2022 08:53:29";"0.1174";"11.6404";"44.76";0,5353;"11.5230"
"370";370;"07/09/2022 09:08:29";"0.1168";"11.6453";"45.12";0,534;"11.5285"
"371";371;"07/09/2022 09:23:29";"0.1184";"11.6493";"45.31";0,5375;"11.5309"
"372";372;"07/09/2022 09:38:29";"0.1194";"11.6520";"45.85";0,5397;"11.5327"
"373";373;"07/09/2022 09:53:29";"0.1180";"11.6514";"46.21";0,5366;"11.5334"
"374";374;"07/09/2022 10:08:29";"0.1179";"11.6526";"46.57";0,5363;"11.5347"
"375";375;"07/09/2022 10:23:29";"0.1173";"11.6516";"47.11";0,5351;"11.5343"
"376";376;"07/09/2022 10:38:29";"0.1171";"11.6518";"47.65";0,5346;"11.5347"
"377";377;"07/09/2022 10:53:29";"0.1184";"11.6527";"48.18";0,5376;"11.5343"
"378";378;"07/09/2022 11:08:29";"0.1213";"11.6532";"48.89";0,5442;"11.5320"
"379";379;"07/09/2022 11:23:29";"0.1214";"11.6541";"49.43";0,5445;"11.5327"
"380";380;"07/09/2022 11:38:29";"0.1212";"11.6535";"49.78";0,544;"11.5322"
"381";381;"07/09/2022 11:53:29";"0.1195";"11.6518";"50.31";0,54;"11.5324"
"382";382;"07/09/2022 12:08:29";"0.1182";"11.6499";"51.02";0,5372;"11.5317"
"383";383;"07/09/2022 12:23:29";"0.1197";"11.6520";"51.90";0,5406;"11.5322"
"384";384;"07/09/2022 12:38:29";"0.1208";"11.6528";"52.78";0,5431;"11.5320"
"385";385;"07/09/2022 12:53:29";"0.1227";"11.6527";"53.48";0,5472;"11.5301"
"386";386;"07/09/2022 13:08:29";"0.1238";"11.6542";"54.35";0,5499;"11.5304"
"387";387;"07/09/2022 13:23:29";"0.1223";"11.6528";"55.04";0,5465;"11.5305"
"388";388;"07/09/2022 13:38:29";"0.1230";"11.6528";"55.74";0,548;"11.5298"
"389";389;"07/09/2022 13:53:29";"0.1231";"11.6508";"56.43";0,5482;"11.5277"
"390";390;"07/09/2022 14:08:29";"0.1214";"11.6495";"56.78";0,5443;"11.5282"
"391";391;"07/09/2022 14:23:29";"0.1241";"11.6511";"56.95";0,5505;"11.5270"
"392";392;"07/09/2022 14:38:29";"0.1244";"11.6536";"56.95";0,5511;"11.5292"
"393";393;"07/09/2022 14:53:29";"0.1239";"11.6533";"56.78";0,5502;"11.5293"
"394";394;"07/09/2022 15:08:29";"0.1240";"11.6542";"56.60";0,5503;"11.5302"
"395";395;"07/09/2022 15:23:29";"0.1250";"11.6552";"56.43";0,5525;"11.5302"
"396";396;"07/09/2022 15:38:29";"0.1220";"11.6524";"56.26";0,5458;"11.5304"
"397";397;"07/09/2022 15:53:29";"0.1236";"11.6512";"55.91";0,5494;"11.5276"
"398";398;"07/09/2022 16:08:29";"0.1215";"11.6515";"55.74";0,5445;"11.5301"
"399";399;"07/09/2022 16:23:29";"0.1213";"11.6503";"55.39";0,5441;"11.5291"
"400";400;"07/09/2022 16:38:29";"0.1231";"11.6535";"55.04";0,5483;"11.5304"
"401";401;"07/09/2022 16:53:29";"0.1226";"11.6510";"54.70";0,547;"11.5285"
"402";402;"07/09/2022 17:08:29";"0.1215";"11.6520";"54.52";0,5446;"11.5305"
"403";403;"07/09/2022 17:23:29";"0.1211";"11.6495";"54.17";0,5436;"11.5285"
"404";404;"07/09/2022 17:38:29";"0.1206";"11.6480";"53.65";0,5425;"11.5275"
"405";405;"07/09/2022 17:53:29";"0.1205";"11.6481";"53.30";0,5423;"11.5276"
"406";406;"07/09/2022 18:08:29";"0.1200";"11.6469";"52.95";0,5412;"11.5269"
"407";407;"07/09/2022 18:23:29";"0.1199";"11.6488";"52.60";0,5409;"11.5289"
"408";408;"07/09/2022 18:38:29";"0.1177";"11.6461";"52.07";0,536;"11.5283"
"409";409;"07/09/2022 18:53:29";"0.1171";"11.6476";"51.90";0,5346;"11.5305"
"410";410;"07/09/2022 19:08:29";"0.1174";"11.6495";"51.55";0,5353;"11.5321"
"411";411;"07/09/2022 19:23:29";"0.1162";"11.6496";"51.20";0,5325;"11.5334"
"412";412;"07/09/2022 19:38:29";"0.1176";"11.6527";"50.84";0,5356;"11.5351"
"413";413;"07/09/2022 19:53:29";"0.1161";"11.6540";"50.49";0,5323;"11.5379"
"414";414;"07/09/2022 20:08:29";"0.1178";"11.6571";"50.14";0,5361;"11.5393"
"415";415;"07/09/2022 20:23:29";"0.1164";"11.6572";"49.78";0,5329;"11.5408"
"416";416;"07/09/2022 20:38:29";"0.1198";"11.6622";"49.43";0,5407;"11.5424"
"417";417;"07/09/2022 20:53:29";"0.1157";"11.6600";"49.25";0,5315;"11.5443"
"418";418;"07/09/2022 21:08:29";"0.1182";"11.6656";"48.89";0,537;"11.5475"
"419";419;"07/09/2022 21:23:29";"0.1157";"11.6651";"48.54";0,5314;"11.5494"
"420";420;"07/09/2022 21:38:29";"0.1168";"11.6688";"48.18";0,534;"11.5520"
"421";421;"07/09/2022 21:53:29";"0.1170";"11.6704";"48.00";0,5342;"11.5534"
"422";422;"07/09/2022 22:08:29";"0.1164";"11.6717";"47.65";0,5329;"11.5553"
"423";423;"07/09/2022 22:23:29";"0.1160";"11.6720";"47.47";0,532;"11.5560"
"424";424;"07/09/2022 22:38:29";"0.1166";"11.6720";"47.11";0,5334;"11.5554"
"425";425;"07/09/2022 22:53:29";"0.1167";"11.6730";"46.93";0,5335;"11.5563"
"426";426;"07/09/2022 23:08:29";"0.1165";"11.6727";"46.75";0,5332;"11.5562"
"427";427;"07/09/2022 23:23:29";"0.1175";"11.6736";"46.57";0,5354;"11.5562"
"428";428;"07/09/2022 23:38:29";"0.1196";"11.6746";"46.39";0,5402;"11.5550"
"429";429;"07/09/2022 23:53:29";"0.1155";"11.6709";"46.03";0,5308;"11.5554"
"430";430;"07/10/2022 00:08:29";"0.1157";"11.6718";"45.85";0,5313;"11.5562"
"431";431;"07/10/2022 00:23:29";"0.1197";"11.6762";"45.85";0,5405;"11.5565"
"432";432;"07/10/2022 00:38:29";"0.1185";"11.6734";"45.67";0,5379;"11.5549"
"433";433;"07/10/2022 00:53:29";"0.1177";"11.6719";"45.49";0,536;"11.5541"
"434";434;"07/10/2022 01:08:29";"0.1196";"11.6728";"45.31";0,5402;"11.5533"
"435";435;"07/10/2022 01:23:29";"0.1183";"11.6713";"45.12";0,5374;"11.5530"
"436";436;"07/10/2022 01:38:29";"0.1186";"11.6716";"44.94";0,5381;"11.5530"
"437";437;"07/10/2022 01:53:29";"0.1181";"11.6698";"44.94";0,5368;"11.5517"
"438";438;"07/10/2022 02:08:29";"0.1172";"11.6689";"44.76";0,5348;"11.5517"
"439";439;"07/10/2022 02:23:29";"0.1207";"11.6735";"44.58";0,5428;"11.5528"
"440";440;"07/10/2022 02:38:29";"0.1172";"11.6714";"44.40";0,5349;"11.5541"
"441";441;"07/10/2022 02:53:29";"0.1200";"11.6745";"44.40";0,5413;"11.5544"
"442";442;"07/10/2022 03:08:29";"0.1201";"11.6736";"44.22";0,5415;"11.5534"
"443";443;"07/10/2022 03:23:29";"0.1208";"11.6720";"44.03";0,543;"11.5512"
"444";444;"07/10/2022 03:38:29";"0.1192";"11.6720";"44.03";0,5393;"11.5528"
"445";445;"07/10/2022 03:53:29";"0.1206";"11.6736";"43.85";0,5426;"11.5530"
"446";446;"07/10/2022 04:08:29";"0.1190";"11.6730";"43.85";0,5389;"11.5540"
"447";447;"07/10/2022 04:23:29";"0.1179";"11.6721";"43.67";0,5364;"11.5541"
"448";448;"07/10/2022 04:38:29";"0.1189";"11.6739";"43.67";0,5387;"11.5550"
"449";449;"07/10/2022 04:53:29";"0.1207";"11.6770";"43.67";0,5428;"11.5563"
"450";450;"07/10/2022 05:08:29";"0.1206";"11.6767";"43.48";0,5424;"11.5562"
"451";451;"07/10/2022 05:23:29";"0.1178";"11.6761";"43.48";0,5361;"11.5583"
"452";452;"07/10/2022 05:38:29";"0.1187";"11.6780";"43.48";0,5383;"11.5592"
"453";453;"07/10/2022 05:53:29";"0.1199";"11.6801";"43.30";0,541;"11.5602"
"454";454;"07/10/2022 06:08:29";"0.1196";"11.6814";"43.30";0,5402;"11.5618"
"455";455;"07/10/2022 06:23:29";"0.1198";"11.6826";"43.30";0,5407;"11.5628"
"456";456;"07/10/2022 06:38:29";"0.1216";"11.6839";"43.30";0,5448;"11.5623"
"457";457;"07/10/2022 06:53:29";"0.1202";"11.6820";"43.30";0,5416;"11.5618"
"458";458;"07/10/2022 07:08:29";"0.1191";"11.6808";"43.30";0,5391;"11.5617"
"459";459;"07/10/2022 07:23:29";"0.1189";"11.6820";"43.30";0,5386;"11.5631"
"460";460;"07/10/2022 07:38:29";"0.1193";"11.6841";"43.48";0,5395;"11.5649"
"461";461;"07/10/2022 07:53:29";"0.1206";"11.6866";"43.48";0,5425;"11.5660"
"462";462;"07/10/2022 08:08:29";"0.1179";"11.6851";"43.67";0,5363;"11.5672"
"463";463;"07/10/2022 08:23:29";"0.1186";"11.6847";"43.85";0,5379;"11.5662"
"464";464;"07/10/2022 08:38:29";"0.1187";"11.6847";"44.22";0,5381;"11.5660"
"465";465;"07/10/2022 08:53:29";"0.1172";"11.6844";"44.40";0,5347;"11.5672"
"466";466;"07/10/2022 09:08:29";"0.1177";"11.6856";"44.76";0,5358;"11.5679"
"467";467;"07/10/2022 09:23:29";"0.1183";"11.6849";"45.12";0,5373;"11.5666"
"468";468;"07/10/2022 09:38:29";"0.1182";"11.6843";"45.49";0,5371;"11.5660"
"469";469;"07/10/2022 09:53:29";"0.1176";"11.6842";"45.85";0,5357;"11.5666"
"470";470;"07/10/2022 10:08:29";"0.1177";"11.6839";"46.39";0,5359;"11.5662"
"471";471;"07/10/2022 10:23:29";"0.1185";"11.6841";"46.93";0,5378;"11.5656"
"472";472;"07/10/2022 10:38:29";"0.1193";"11.6831";"47.47";0,5395;"11.5639"
"473";473;"07/10/2022 10:53:29";"0.1191";"11.6840";"48.00";0,5392;"11.5649"
"474";474;"07/10/2022 11:08:29";"0.1206";"11.6842";"48.89";0,5427;"11.5636"
"475";475;"07/10/2022 11:23:29";"0.1217";"11.6851";"49.43";0,545;"11.5634"
"476";476;"07/10/2022 11:38:29";"0.1223";"11.6853";"49.96";0,5465;"11.5630"
"477";477;"07/10/2022 11:53:29";"0.1234";"11.6862";"50.49";0,5489;"11.5628"
"478";478;"07/10/2022 12:08:29";"0.1219";"11.6852";"51.02";0,5456;"11.5633"
"479";479;"07/10/2022 12:23:29";"0.1219";"11.6842";"51.90";0,5456;"11.5623"
"480";480;"07/10/2022 12:38:29";"0.1210";"11.6822";"52.95";0,5434;"11.5612"
"481";481;"07/10/2022 12:53:29";"0.1246";"11.6834";"53.65";0,5517;"11.5588"
"482";482;"07/10/2022 13:08:29";"0.1256";"11.6830";"54.52";0,554;"11.5573"
"483";483;"07/10/2022 13:23:29";"0.1253";"11.6819";"55.39";0,5534;"11.5566"
"484";484;"07/10/2022 13:38:29";"0.1223";"11.6788";"56.09";0,5464;"11.5565"
"485";485;"07/10/2022 13:53:29";"0.1228";"11.6793";"56.78";0,5477;"11.5565"
"486";486;"07/10/2022 14:08:29";"0.1224";"11.6780";"57.12";0,5467;"11.5556"
"487";487;"07/10/2022 14:23:29";"0.1220";"11.6765";"57.30";0,5458;"11.5544"
"488";488;"07/10/2022 14:38:29";"0.1234";"11.6758";"57.30";0,549;"11.5524"
"489";489;"07/10/2022 14:53:29";"0.1220";"11.6765";"57.30";0,5458;"11.5544"
"490";490;"07/10/2022 15:08:29";"0.1218";"11.6743";"57.12";0,5452;"11.5525"
"491";491;"07/10/2022 15:23:29";"0.1239";"11.6759";"56.95";0,5501;"11.5520"
"492";492;"07/10/2022 15:38:29";"0.1219";"11.6737";"56.78";0,5455;"11.5518"
"493";493;"07/10/2022 15:53:29";"0.1232";"11.6728";"56.60";0,5484;"11.5496"
"494";494;"07/10/2022 16:08:29";"0.1196";"11.6682";"56.43";0,5402;"11.5486"
"495";495;"07/10/2022 16:23:29";"0.1234";"11.6713";"56.09";0,549;"11.5479"
"496";496;"07/10/2022 16:38:29";"0.1180";"11.6655";"55.91";0,5366;"11.5475"
"497";497;"07/10/2022 16:53:29";"0.1180";"11.6655";"55.56";0,5367;"11.5475"
"498";498;"07/10/2022 17:08:29";"0.1182";"11.6655";"55.22";0,5371;"11.5473"
"499";499;"07/10/2022 17:23:29";"0.1190";"11.6643";"54.87";0,539;"11.5453"
"500";500;"07/10/2022 17:38:29";"0.1199";"11.6656";"54.52";0,5409;"11.5457"
"501";501;"07/10/2022 17:53:29";"0.1200";"11.6650";"54.17";0,5412;"11.5450"
"502";502;"07/10/2022 18:08:29";"0.1185";"11.6629";"53.65";0,5378;"11.5444"
"503";503;"07/10/2022 18:23:29";"0.1175";"11.6611";"53.30";0,5356;"11.5436"
"504";504;"07/10/2022 18:38:29";"0.1190";"11.6630";"52.95";0,5389;"11.5440"
"505";505;"07/10/2022 18:53:29";"0.1182";"11.6630";"52.60";0,537;"11.5449"
"506";506;"07/10/2022 19:08:29";"0.1198";"11.6649";"52.25";0,5407;"11.5451"
"507";507;"07/10/2022 19:23:29";"0.1179";"11.6644";"51.90";0,5364;"11.5465"
"508";508;"07/10/2022 19:38:29";"0.1177";"11.6647";"51.72";0,5358;"11.5470"
"509";509;"07/10/2022 19:53:29";"0.1157";"11.6635";"51.37";0,5314;"11.5478"
"510";510;"07/10/2022 20:08:29";"0.1151";"11.6642";"51.02";0,53;"11.5491"
"511";511;"07/10/2022 20:23:29";"0.1168";"11.6679";"50.67";0,5339;"11.5511"
"512";512;"07/10/2022 20:38:29";"0.1159";"11.6686";"50.31";0,5318;"11.5527"
"513";513;"07/10/2022 20:53:29";"0.1139";"11.6670";"50.14";0,5273;"11.5531"
"514";514;"07/10/2022 21:08:29";"0.1154";"11.6689";"49.78";0,5306;"11.5536"
"515";515;"07/10/2022 21:23:29";"0.1139";"11.6702";"49.43";0,5273;"11.5563"
"516";516;"07/10/2022 21:38:29";"0.1178";"11.6749";"49.25";0,5363;"11.5570"
"517";517;"07/10/2022 21:53:29";"0.1133";"11.6731";"48.89";0,5258;"11.5598"
"518";518;"07/10/2022 22:08:29";"0.1154";"11.6746";"48.72";0,5307;"11.5592"
"519";519;"07/10/2022 22:23:29";"0.1170";"11.6784";"48.36";0,5343;"11.5614"
"520";520;"07/10/2022 22:38:29";"0.1163";"11.6781";"48.18";0,5327;"11.5618"
"521";521;"07/10/2022 22:53:29";"0.1150";"11.6753";"48.00";0,5297;"11.5604"
"522";522;"07/10/2022 23:08:29";"0.1155";"11.6769";"47.82";0,5309;"11.5614"
"523";523;"07/10/2022 23:23:29";"0.1142";"11.6748";"47.65";0,528;"11.5605"
"524";524;"07/10/2022 23:38:29";"0.1148";"11.6745";"47.47";0,5293;"11.5597"
"525";525;"07/10/2022 23:53:29";"0.1146";"11.6736";"47.29";0,5289;"11.5589"
"526";526;"07/11/2022 00:08:29";"0.1141";"11.6726";"47.11";0,5278;"11.5585"
"527";527;"07/11/2022 00:23:29";"0.1159";"11.6742";"46.93";0,5317;"11.5583"
"528";528;"07/11/2022 00:38:29";"0.1153";"11.6727";"46.75";0,5306;"11.5573"
"529";529;"07/11/2022 00:53:29";"0.1144";"11.6721";"46.75";0,5285;"11.5576"
"530";530;"07/11/2022 01:08:29";"0.1155";"11.6724";"46.57";0,5309;"11.5569"
"531";531;"07/11/2022 01:23:29";"0.1153";"11.6715";"46.39";0,5305;"11.5562"
"532";532;"07/11/2022 01:38:29";"0.1184";"11.6749";"46.21";0,5376;"11.5565"
"533";533;"07/11/2022 01:53:29";"0.1161";"11.6724";"46.21";0,5323;"11.5563"
"534";534;"07/11/2022 02:08:29";"0.1160";"11.6709";"46.03";0,5321;"11.5549"
"535";535;"07/11/2022 02:23:29";"0.1172";"11.6731";"45.85";0,5348;"11.5559"
"536";536;"07/11/2022 02:38:29";"0.1174";"11.6716";"45.67";0,5353;"11.5541"
"537";537;"07/11/2022 02:53:29";"0.1152";"11.6691";"45.67";0,5303;"11.5539"
"538";538;"07/11/2022 03:08:29";"0.1177";"11.6706";"45.49";0,5358;"11.5530"
"539";539;"07/11/2022 03:23:29";"0.1174";"11.6704";"45.31";0,5352;"11.5530"
"540";540;"07/11/2022 03:38:29";"0.1171";"11.6704";"45.31";0,5345;"11.5533"
"541";541;"07/11/2022 03:53:29";"0.1167";"11.6688";"45.12";0,5337;"11.5521"
"542";542;"07/11/2022 04:08:29";"0.1142";"11.6661";"44.94";0,528;"11.5518"
"543";543;"07/11/2022 04:23:29";"0.1159";"11.6679";"44.94";0,5319;"11.5520"
"544";544;"07/11/2022 04:38:29";"0.1157";"11.6676";"44.76";0,5313;"11.5520"
"545";545;"07/11/2022 04:53:29";"0.1177";"11.6680";"44.58";0,536;"11.5502"
"546";546;"07/11/2022 05:08:29";"0.1179";"11.6680";"44.58";0,5363;"11.5501"
"547";547;"07/11/2022 05:23:29";"0.1172";"11.6664";"44.40";0,5348;"11.5492"
"548";548;"07/11/2022 05:38:29";"0.1187";"11.6670";"44.40";0,5382;"11.5483"
"549";549;"07/11/2022 05:53:29";"0.1184";"11.6668";"44.22";0,5376;"11.5483"
"550";550;"07/11/2022 06:08:29";"0.1176";"11.6661";"44.22";0,5358;"11.5485"
"551";551;"07/11/2022 06:23:29";"0.1155";"11.6646";"44.03";0,531;"11.5491"
"552";552;"07/11/2022 06:38:29";"0.1177";"11.6665";"44.03";0,5359;"11.5488"
"553";553;"07/11/2022 06:53:29";"0.1166";"11.6658";"44.03";0,5335;"11.5492"
"554";554;"07/11/2022 07:08:29";"0.1158";"11.6646";"44.03";0,5317;"11.5488"
"555";555;"07/11/2022 07:23:29";"0.1154";"11.6646";"44.03";0,5307;"11.5492"
"556";556;"07/11/2022 07:38:29";"0.1175";"11.6665";"44.03";0,5356;"11.5489"
"557";557;"07/11/2022 07:53:29";"0.1156";"11.6640";"44.03";0,5312;"11.5483"
"558";558;"07/11/2022 08:08:29";"0.1135";"11.6624";"44.22";0,5263;"11.5489"
"559";559;"07/11/2022 08:23:29";"0.1131";"11.6615";"44.40";0,5255;"11.5483"
"560";560;"07/11/2022 08:38:29";"0.1141";"11.6630";"44.58";0,5277;"11.5489"
"561";561;"07/11/2022 08:53:29";"0.1155";"11.6636";"44.94";0,531;"11.5481"
"562";562;"07/11/2022 09:08:29";"0.1150";"11.6620";"45.12";0,5297;"11.5470"
"563";563;"07/11/2022 09:23:29";"0.1153";"11.6632";"45.49";0,5305;"11.5479"
"564";564;"07/11/2022 09:38:29";"0.1149";"11.6619";"45.85";0,5296;"11.5470"
"565";565;"07/11/2022 09:53:29";"0.1154";"11.6610";"46.39";0,5306;"11.5456"
"566";566;"07/11/2022 10:08:29";"0.1160";"11.6615";"46.75";0,5319;"11.5456"
"567";567;"07/11/2022 10:23:29";"0.1133";"11.6575";"47.29";0,5259;"11.5441"
"568";568;"07/11/2022 10:38:29";"0.1170";"11.6599";"48.00";0,5344;"11.5428"
"569";569;"07/11/2022 10:53:29";"0.1172";"11.6592";"48.72";0,5348;"11.5420"
"570";570;"07/11/2022 11:08:29";"0.1182";"11.6585";"49.43";0,5372;"11.5402"
"571";571;"07/11/2022 11:23:29";"0.1208";"11.6606";"49.96";0,543;"11.5398"
"572";572;"07/11/2022 11:38:29";"0.1172";"11.6556";"50.31";0,5349;"11.5383"
"573";573;"07/11/2022 11:53:29";"0.1197";"11.6567";"51.02";0,5405;"11.5370"
"574";574;"07/11/2022 12:08:29";"0.1188";"11.6548";"51.72";0,5384;"11.5360"
"575";575;"07/11/2022 12:23:29";"0.1195";"11.6537";"52.60";0,54;"11.5343"
"576";576;"07/11/2022 12:38:29";"0.1195";"11.6533";"53.48";0,54;"11.5338"
"577";577;"07/11/2022 12:53:29";"0.1204";"11.6523";"54.35";0,542;"11.5320"
"578";578;"07/11/2022 13:08:29";"0.1207";"11.6507";"55.22";0,5429;"11.5299"
