Comments Form,,,,,,,,,,
Date,Reach #,SO,Channel Unit and Type ,Waypoint name,Latitude/Northing,Longitude/Easting,Zone:,Datum:,Comments,Site description
6/19/2015,MC3-380,128,SSLS5,MSO128,0332695,4600897,11,NAD 83,Small LCT spotted (1).,"Lower down in aspen reach. Starts at first campsite and ends just short of second campsite. Lots of both willow and aspen - lots of willow in the creek. Lots of medium-large aspen, some small ones. Nice pools with many fish spotted. Valley ~30 m wide between tall slopes rising sharply on each side. Stream seems to have good access to floodplain. ""Stringy"" unusualy macrophytes (bryophytes?) in water and on banks. Dense vegetation on both sides. Lots of woody shrubs. Stream is wide here. In some SO#'s (121-123, 126), bare ground is from overstory or fallen trees and not problems. Poor GPS accuracy+/- 15 ft. Fish presence noted on comments sheet is based on channel unit survey on 6/18/15."
6/19/2015,MC3-380,129,FTRF4,MSO129,0332701,4600896,11,NAD 83,,"Lower down in aspen reach. Starts at first campsite and ends just short of second campsite. Lots of both willow and aspen - lots of willow in the creek. Lots of medium-large aspen, some small ones. Nice pools with many fish spotted. Valley ~30 m wide between tall slopes rising sharply on each side. Stream seems to have good access to floodplain. ""Stringy"" unusualy macrophytes (bryophytes?) in water and on banks. Dense vegetation on both sides. Lots of woody shrubs. Stream is wide here. In some SO#'s (121-123, 126), bare ground is from overstory or fallen trees and not problems. Poor GPS accuracy+/- 15 ft. Fish presence noted on comments sheet is based on channel unit survey on 6/18/15."
6/19/2015,MC3-380,130,SSLS6,MSO130,0332701,4600896,11,NAD 83,,"Lower down in aspen reach. Starts at first campsite and ends just short of second campsite. Lots of both willow and aspen - lots of willow in the creek. Lots of medium-large aspen, some small ones. Nice pools with many fish spotted. Valley ~30 m wide between tall slopes rising sharply on each side. Stream seems to have good access to floodplain. ""Stringy"" unusualy macrophytes (bryophytes?) in water and on banks. Dense vegetation on both sides. Lots of woody shrubs. Stream is wide here. In some SO#'s (121-123, 126), bare ground is from overstory or fallen trees and not problems. Poor GPS accuracy+/- 15 ft. Fish presence noted on comments sheet is based on channel unit survey on 6/18/15."
6/19/2015,MC3-380,131,FTRF5,MSO131,0332702,4600889,11,NAD 83,Stable banks. Good connectivity to the flood plain.,"Lower down in aspen reach. Starts at first campsite and ends just short of second campsite. Lots of both willow and aspen - lots of willow in the creek. Lots of medium-large aspen, some small ones. Nice pools with many fish spotted. Valley ~30 m wide between tall slopes rising sharply on each side. Stream seems to have good access to floodplain. ""Stringy"" unusualy macrophytes (bryophytes?) in water and on banks. Dense vegetation on both sides. Lots of woody shrubs. Stream is wide here. In some SO#'s (121-123, 126), bare ground is from overstory or fallen trees and not problems. Poor GPS accuracy+/- 15 ft. Fish presence noted on comments sheet is based on channel unit survey on 6/18/15."
6/19/2015,MC3-380,132,SSMC7,MSO132,0332704,4600881,11,NAD 83,"Scouring under log. Short, but wide pool. Excellent habitat.","Lower down in aspen reach. Starts at first campsite and ends just short of second campsite. Lots of both willow and aspen - lots of willow in the creek. Lots of medium-large aspen, some small ones. Nice pools with many fish spotted. Valley ~30 m wide between tall slopes rising sharply on each side. Stream seems to have good access to floodplain. ""Stringy"" unusualy macrophytes (bryophytes?) in water and on banks. Dense vegetation on both sides. Lots of woody shrubs. Stream is wide here. In some SO#'s (121-123, 126), bare ground is from overstory or fallen trees and not problems. Poor GPS accuracy+/- 15 ft. Fish presence noted on comments sheet is based on channel unit survey on 6/18/15."
6/19/2015,MC3-380,133,FTRF6,MSO133,0332706,4600882,11,NAD 83,Aspen root balls stabilizing banks. Narrowing of flood plain. Sagebrush encroachment.,"Lower down in aspen reach. Starts at first campsite and ends just short of second campsite. Lots of both willow and aspen - lots of willow in the creek. Lots of medium-large aspen, some small ones. Nice pools with many fish spotted. Valley ~30 m wide between tall slopes rising sharply on each side. Stream seems to have good access to floodplain. ""Stringy"" unusualy macrophytes (bryophytes?) in water and on banks. Dense vegetation on both sides. Lots of woody shrubs. Stream is wide here. In some SO#'s (121-123, 126), bare ground is from overstory or fallen trees and not problems. Poor GPS accuracy+/- 15 ft. Fish presence noted on comments sheet is based on channel unit survey on 6/18/15."
6/19/2015,MC3-380,134,SSLS8,MSO134,0332711,4600862,11,NAD 83,Scouring under willow roots.,"Lower down in aspen reach. Starts at first campsite and ends just short of second campsite. Lots of both willow and aspen - lots of willow in the creek. Lots of medium-large aspen, some small ones. Nice pools with many fish spotted. Valley ~30 m wide between tall slopes rising sharply on each side. Stream seems to have good access to floodplain. ""Stringy"" unusualy macrophytes (bryophytes?) in water and on banks. Dense vegetation on both sides. Lots of woody shrubs. Stream is wide here. In some SO#'s (121-123, 126), bare ground is from overstory or fallen trees and not problems. Poor GPS accuracy+/- 15 ft. Fish presence noted on comments sheet is based on channel unit survey on 6/18/15."
6/19/2015,MC3-380,135,FTRF7,MSO135,0332711,4600862,11,NAD 83,Many boulders and cobbles stabilizing right bank. Woody debris covering ~50% of channel.,"Lower down in aspen reach. Starts at first campsite and ends just short of second campsite. Lots of both willow and aspen - lots of willow in the creek. Lots of medium-large aspen, some small ones. Nice pools with many fish spotted. Valley ~30 m wide between tall slopes rising sharply on each side. Stream seems to have good access to floodplain. ""Stringy"" unusualy macrophytes (bryophytes?) in water and on banks. Dense vegetation on both sides. Lots of woody shrubs. Stream is wide here. In some SO#'s (121-123, 126), bare ground is from overstory or fallen trees and not problems. Poor GPS accuracy+/- 15 ft. Fish presence noted on comments sheet is based on channel unit survey on 6/18/15."
6/19/2015,MC3-380,136,FNRN8,MSO136,0332720,4600861,11,NAD 83,Mature willows falling into stream.,"Lower down in aspen reach. Starts at first campsite and ends just short of second campsite. Lots of both willow and aspen - lots of willow in the creek. Lots of medium-large aspen, some small ones. Nice pools with many fish spotted. Valley ~30 m wide between tall slopes rising sharply on each side. Stream seems to have good access to floodplain. ""Stringy"" unusualy macrophytes (bryophytes?) in water and on banks. Dense vegetation on both sides. Lots of woody shrubs. Stream is wide here. In some SO#'s (121-123, 126), bare ground is from overstory or fallen trees and not problems. Poor GPS accuracy+/- 15 ft. Fish presence noted on comments sheet is based on channel unit survey on 6/18/15."
6/19/2015,MC3-380,137,FTRF9,MSO137,0332725,4600860,11,NAD 83,Small pool habitat mid-riffle with debris and undercut bank.,"Lower down in aspen reach. Starts at first campsite and ends just short of second campsite. Lots of both willow and aspen - lots of willow in the creek. Lots of medium-large aspen, some small ones. Nice pools with many fish spotted. Valley ~30 m wide between tall slopes rising sharply on each side. Stream seems to have good access to floodplain. ""Stringy"" unusualy macrophytes (bryophytes?) in water and on banks. Dense vegetation on both sides. Lots of woody shrubs. Stream is wide here. In some SO#'s (121-123, 126), bare ground is from overstory or fallen trees and not problems. Poor GPS accuracy+/- 15 ft. Fish presence noted on comments sheet is based on channel unit survey on 6/18/15."
6/19/2015,MC3-380,138,SSLS9,MSO138,0332743,4600825,11,NAD 83,,"Lower down in aspen reach. Starts at first campsite and ends just short of second campsite. Lots of both willow and aspen - lots of willow in the creek. Lots of medium-large aspen, some small ones. Nice pools with many fish spotted. Valley ~30 m wide between tall slopes rising sharply on each side. Stream seems to have good access to floodplain. ""Stringy"" unusualy macrophytes (bryophytes?) in water and on banks. Dense vegetation on both sides. Lots of woody shrubs. Stream is wide here. In some SO#'s (121-123, 126), bare ground is from overstory or fallen trees and not problems. Poor GPS accuracy+/- 15 ft. Fish presence noted on comments sheet is based on channel unit survey on 6/18/15."
6/19/2015,MC3-380,139,FTRF10,MSO139,0332741,4600822,11,NAD 83,,"Lower down in aspen reach. Starts at first campsite and ends just short of second campsite. Lots of both willow and aspen - lots of willow in the creek. Lots of medium-large aspen, some small ones. Nice pools with many fish spotted. Valley ~30 m wide between tall slopes rising sharply on each side. Stream seems to have good access to floodplain. ""Stringy"" unusualy macrophytes (bryophytes?) in water and on banks. Dense vegetation on both sides. Lots of woody shrubs. Stream is wide here. In some SO#'s (121-123, 126), bare ground is from overstory or fallen trees and not problems. Poor GPS accuracy+/- 15 ft. Fish presence noted on comments sheet is based on channel unit survey on 6/18/15."
6/19/2015,MC3-380,140,FNRN11,MSO140,0332744,4600819,11,NAD 83,Juv LCT spotted. Adjacent to cleared camping spot.,"Lower down in aspen reach. Starts at first campsite and ends just short of second campsite. Lots of both willow and aspen - lots of willow in the creek. Lots of medium-large aspen, some small ones. Nice pools with many fish spotted. Valley ~30 m wide between tall slopes rising sharply on each side. Stream seems to have good access to floodplain. ""Stringy"" unusualy macrophytes (bryophytes?) in water and on banks. Dense vegetation on both sides. Lots of woody shrubs. Stream is wide here. In some SO#'s (121-123, 126), bare ground is from overstory or fallen trees and not problems. Poor GPS accuracy+/- 15 ft. Fish presence noted on comments sheet is based on channel unit survey on 6/18/15."
6/19/2015,MC3-380,NA,NA,MC3-380 End,0332752,4600820,11,NAD 83,,"Lower down in aspen reach. Starts at first campsite and ends just short of second campsite. Lots of both willow and aspen - lots of willow in the creek. Lots of medium-large aspen, some small ones. Nice pools with many fish spotted. Valley ~30 m wide between tall slopes rising sharply on each side. Stream seems to have good access to floodplain. ""Stringy"" unusualy macrophytes (bryophytes?) in water and on banks. Dense vegetation on both sides. Lots of woody shrubs. Stream is wide here. In some SO#'s (121-123, 126), bare ground is from overstory or fallen trees and not problems. Poor GPS accuracy+/- 15 ft. Fish presence noted on comments sheet is based on channel unit survey on 6/18/15."
6/19/2015,MC5-501,211,SSLS1,MSO211,0333704,4599744,11,NAD 83,Large lateral scour pool. Note 7/22: Fish seen feeding ~5:45 p.m. (~4.5 in).,"Hillslope, slightly confined, aspen forest. Terraced. Looks like old sagebrush skeletons under aspens. Stream confined and slightly entrenched. Sagebrush hillside on left bank. Comments made partially on 6/19/2015 and partially during the survey dates 6/23-6/24/2015. Pools in this reach are the largest I've seen. Many pooly parts in riffles that, in other, smaller stream reaches, would have been broken into pools. Stream is wider than average here."
6/19/2015,MC5-501,212,FTRF1,MSO212,0333709,4599750,11,NAD 83,Shallow riffle with unconsolidated gravel. Possible redds.,"Hillslope, slightly confined, aspen forest. Terraced. Looks like old sagebrush skeletons under aspens. Stream confined and slightly entrenched. Sagebrush hillside on left bank. Comments made partially on 6/19/2015 and partially during the survey dates 6/23-6/24/2015. Pools in this reach are the largest I've seen. Many pooly parts in riffles that, in other, smaller stream reaches, would have been broken into pools. Stream is wider than average here."
6/19/2015,MC5-501,213,SSLS2,MSO213,0333715,4599755,11,NAD 83,Tiny but good lateral scour pool.,"Hillslope, slightly confined, aspen forest. Terraced. Looks like old sagebrush skeletons under aspens. Stream confined and slightly entrenched. Sagebrush hillside on left bank. Comments made partially on 6/19/2015 and partially during the survey dates 6/23-6/24/2015. Pools in this reach are the largest I've seen. Many pooly parts in riffles that, in other, smaller stream reaches, would have been broken into pools. Stream is wider than average here."
6/19/2015,MC5-501,214,FTRF2,MSO214,0333715,4599760,11,NAD 83,,"Hillslope, slightly confined, aspen forest. Terraced. Looks like old sagebrush skeletons under aspens. Stream confined and slightly entrenched. Sagebrush hillside on left bank. Comments made partially on 6/19/2015 and partially during the survey dates 6/23-6/24/2015. Pools in this reach are the largest I've seen. Many pooly parts in riffles that, in other, smaller stream reaches, would have been broken into pools. Stream is wider than average here."
